route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
5301,28888329-2b26-4dea-b53e-2c7349386310,ec9fdc67-f1b2-4c0d-bd97-9fdbe9847074,a8ce40dd-0c44-4ca0-b4de-891e9f38bb22,North Omaha Transit Center,0,a75fffd6-8a01-4daf-9500-5dd281c5f3c7
5292,22cfb915-10dc-499d-a2ed-75087f529359,6d552df2-75db-4333-a2fa-86a7aab5c659,1c8d49c4-9679-4ac6-a05d-3d0c187f7fdf,To Westroads Transit Center,0,05de4b81-e86b-4122-8c90-31fe57372d89
5301,22cfb915-10dc-499d-a2ed-75087f529359,b5e5dd27-30db-4fcb-b0f1-a769f20117fe,ec1761b1-39c7-4426-ad1a-df2992b0966e,,0,801ce7cd-e4cf-4bc6-94de-d945d4f257a9
5301,28888329-2b26-4dea-b53e-2c7349386310,63aa2741-4dd8-403f-9394-71c894cf195c,2071a49f-6669-4abe-957e-925fb79338f6,30th & Harrison,1,a75fffd6-8a01-4daf-9500-5dd281c5f3c7
5292,28888329-2b26-4dea-b53e-2c7349386310,f269f7b8-7232-4cf2-91e6-d8d6f5b5f7b4,7ab8f22e-bf3d-4f50-9ff1-3a825f7df3b2,To Downtown,1,44933330-6e96-4af5-a62b-0d59dc73bf84
5296,28888329-2b26-4dea-b53e-2c7349386310,a34fd233-a755-4386-bb3f-0973dbcc14c0,707e55cc-64e7-4270-826a-84aa08107ed9,Downtown,1,dbb9e0c0-b668-4b27-96e7-50c69de8dc86
5307,22cfb915-10dc-499d-a2ed-75087f529359,886add63-ec37-4bde-b099-c7d9d14c38ad,304283d1-2b30-4eda-aa84-ef007c307d1b,Downtown,1,2681cbc8-1818-4493-9b69-aa9806d5a20c
5304,28888329-2b26-4dea-b53e-2c7349386310,befa17ad-629e-441c-bea2-9975734df012,f88c4da9-4097-42de-b96a-4f52c10380e6,,0,be1eca91-5642-4625-9217-cfcdf3d775a3
5292,28888329-2b26-4dea-b53e-2c7349386310,025872ba-54c3-4e39-91a0-50e05668115a,7ab8f22e-bf3d-4f50-9ff1-3a825f7df3b2,To Downtown,1,5ca7d5d6-3c46-4173-8fc9-9026674949e3
5308,22cfb915-10dc-499d-a2ed-75087f529359,2dd2cdc4-e319-4475-92ec-4094a47afac1,0b2cf57e-127a-4c0c-8fe3-ea2a810afba2,Council Bluffs,0,df268be7-ef48-4f12-aafe-0ab3df7e59b4
5292,22cfb915-10dc-499d-a2ed-75087f529359,b4ace798-89a1-4f30-8ef1-c1d60d30c6d4,1c8d49c4-9679-4ac6-a05d-3d0c187f7fdf,To Westroads Transit Center,0,dc8de752-5b3a-4dd1-92ff-f7802b9ebc64
5301,28888329-2b26-4dea-b53e-2c7349386310,7cc9d950-7309-4fe9-b444-030654677a82,72a650bd-021f-477a-93c5-1c97394ff97e,30th & Harrison,1,a75fffd6-8a01-4daf-9500-5dd281c5f3c7
5307,28888329-2b26-4dea-b53e-2c7349386310,b8a0f78b-5e76-44d0-be34-1711deef1d24,304283d1-2b30-4eda-aa84-ef007c307d1b,Downtown,1,be1eca91-5642-4625-9217-cfcdf3d775a3
5294,22cfb915-10dc-499d-a2ed-75087f529359,fbed73bf-0866-4c92-b6f4-eeb0d58236d6,d1094d3d-6439-4eed-a1bc-20a3adf3a8e6,Downtown,1,62c89822-bd35-474b-b654-149a13f25448
5292,22cfb915-10dc-499d-a2ed-75087f529359,5370b6c0-e272-49c3-a027-68fb2db53205,7ab8f22e-bf3d-4f50-9ff1-3a825f7df3b2,To Downtown,1,05de4b81-e86b-4122-8c90-31fe57372d89
5313,22cfb915-10dc-499d-a2ed-75087f529359,0c4c4b96-db15-4ccc-ab50-5d6de6e52475,4569e5cd-5c32-4b29-8236-ffd2892b608a,North Omaha Transit Center,1,0efaee01-b2b5-433e-a924-e36008e216a8
5303,28888329-2b26-4dea-b53e-2c7349386310,d7b9f619-61fc-4fd4-9aa0-6d1f32fd811c,3ce5036d-beeb-4f4e-ab1d-7ce87f5cd9c8,North Omaha Transit Center,0,d3753ca5-72c7-4d47-aec7-6fe391224082
5294,28888329-2b26-4dea-b53e-2c7349386310,3818aff3-aed4-42d1-adef-634b4d85ea33,d1094d3d-6439-4eed-a1bc-20a3adf3a8e6,Downtown,1,0aa12da0-9663-4975-88b2-ecf482623067
5292,28888329-2b26-4dea-b53e-2c7349386310,911be4d9-db00-4b33-a5f1-82f064d34a90,7ab8f22e-bf3d-4f50-9ff1-3a825f7df3b2,To Downtown,1,0cf8e999-34d4-48f0-95c9-1aa7c7a105e1
5292,2cf01af7-25c6-41ea-83c8-a3291a8ef0fa,4e142f7b-7570-4163-bb0d-055205019c08,1c8d49c4-9679-4ac6-a05d-3d0c187f7fdf,To Westroads Transit Center,0,0feca541-106b-49a9-934b-b620665f67db
5294,28888329-2b26-4dea-b53e-2c7349386310,b342bc8f-6055-4501-b85b-6426d356a4a5,d1094d3d-6439-4eed-a1bc-20a3adf3a8e6,Downtown,1,0aa12da0-9663-4975-88b2-ecf482623067
5296,28888329-2b26-4dea-b53e-2c7349386310,3f8c1e7d-2821-443b-b24c-1ed845897895,1ce4ba5d-23e6-4d56-98ec-4052b5f12972,,0,39e7658c-a376-426a-a950-a662113f4547
5298,28888329-2b26-4dea-b53e-2c7349386310,c2922291-73d5-4c06-b075-f983a993a734,fa5b508c-d2ae-4a9f-927d-7ea632140643,Downtown,1,fbf72f90-30b2-447c-b57e-191269575622
